name,equipment,focus,link,video,images,description,type
dumbbells Alternate Bicep Curl,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/dumbbells-alternate-bicep-curl,videocdn.bodybuilding.com/video/mp4/38000/38991m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/234/Male/l/234_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/234/Male/l/234_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Stand (torso upright) with a dumbbells in each hand held at arms length.  The elbows should be close to the torso and the palms of your hand should be facing your thighs.</li>
<li> While holding the upper arm stationary, curl the right weight as you rotate the palm of the hands until they are facing forward.  At this point continue contracting the biceps as you breathe out until your biceps is fully contracted and the dumbbellss are at shoulder level.  Hold the contracted position for a second as you squeeze the biceps. <strong>Tip:</strong> Only the forearms should move.</li>
<li> Slowly begin to bring the dumbbells back to the starting position as your breathe in.  <strong>Tip:</strong> Remember to twist the palms back to the starting position (facing your thighs) as you come down.</li>
<li> Repeat the movement with the left hand.  This equals one repetition.</li>
<li> Continue alternating in this manner for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Standing Concentration Curl,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/standing-concentration-curl,videocdn.bodybuilding.com/video/mp4/104000/104102m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/1671/Male/l/1671_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1671/Male/l/1671_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li>Taking a dumbbells in your working hand, lean forward. Allow your working arm to hang perpendicular to the ground with the elbow pointing out. This will be your starting position. </li>
<li>Flex the elbow to curl the weight, keeping the upper arm stationary. At the top of the repetition, flex the biceps and pause. </li>
<li>Lower the dumbbells back to the starting position.</li>
<li>Repeat the movement for the prescribed amount of repetitions. </li>
</ol>",Krachttraining
Preacher Hammer dumbbells Curl,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/preacher-hammer-dumbbells-curl,videocdn.bodybuilding.com/video/mp4/40000/40891m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/155/Male/l/155_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/155/Male/l/155_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Place the upper part of both arms on top of the preacher bench as you hold a dumbbells in each hand with the palms facing each other (neutral grip).</li>
<li> As you breathe in, slowly lower the dumbbellss until your upper arm is extended and the biceps is fully stretched.</li>
<li> As you exhale, use the biceps to curl the weight up until your biceps is fully contracted and the dumbbellss are at shoulder height.</li>
<li> Squeeze the biceps hard for a second at the contracted position and repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Seated dumbbells Curl,dumbbells,Biceps,https://www.bodybuilding.com/exercises/detail/view/name/seated-dumbbells-curl,videocdn.bodybuilding.com/video/mp4/40000/40161m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/201/Male/l/201_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/201/Male/l/201_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/15.gif","<ol>
<li> Sit on a flat bench with a dumbbells on each hand being held at arms length.  The elbows should be close to the torso.</li>
<li> Rotate the palms of the hands so that they are facing your torso.  This will be your starting position.</li>
<li> While holding the upper arm stationary, curl the weights and start twisting the wrists once the dumbbellss pass your thighs so that the palms of your hands face forward at the end of the movement.  Make sure that you contract the biceps as you breathe out and make sure that only the forearms move.  Continue the movement until your biceps are fully contracted and the dumbbellss are at shoulder level.  Hold the contracted position for a second as you squeeze the biceps.</li>
<li> Slowly begin to bring the dumbbellss back to the starting position as your breathe in and as you rotate the wrists back to a neutral grip.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Dips - Triceps Version,Body Only,Triceps,https://www.bodybuilding.com/exercises/detail/view/name/dips-triceps-version,videocdn.bodybuilding.com/video/mp4/52000/53961m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/55/Male/l/55_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/55/Male/l/55_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/10.gif","<ol>
<li>To get into the starting position, hold your body at arm's length with your arms nearly locked above the bars.</li>
<li>Now, inhale and slowly lower yourself downward.  Your torso should remain upright and your elbows should stay close to your body.  This helps to better focus on tricep involvement.  Lower yourself until there is a 90 degree angle formed between the upper arm and forearm.</li> <li>Then, exhale and push your torso back up using your triceps to bring your body back to the starting position.</li>
<li>Repeat the movement for the prescribed amount of repetitions.</li>
</ol>",Krachttraining
dumbbells Floor Press,dumbbells,Triceps,https://www.bodybuilding.com/exercises/detail/view/name/dumbbells-floor-press,videocdn.bodybuilding.com/video/mp4/76000/77242m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/680/Male/l/680_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/680/Male/l/680_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/10.gif","<ol>
<li>Lay on the floor holding dumbbellss in your hands. Your knees can be bent. Begin with the weights fully extended above you.</li>
<li> Lower the weights until your upper arm comes in contact with the floor. You can tuck your elbows to emphasize triceps size and strength, or to focus on your chest angle your arms to the side.</li>
<li> Pause at the bottom, and then bring the weight together at the top by extending through the elbows.</li>
</ol>",Krachttraining
Triceps Pushdown - V-Bar Attachment,Cable,Triceps,https://www.bodybuilding.com/exercises/detail/view/name/triceps-pushdown-v-bar-attachment,videocdn.bodybuilding.com/video/mp4/40000/41811m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/143/Male/l/143_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/143/Male/l/143_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/10.gif","<ol>
<li> Attach a V-Bar to a high pulley and grab with an overhand grip (palms facing down) at shoulder width.</li>
<li> Standing upright with the torso straight and a very small inclination forward, bring the upper arms close to your body and perpendicular to the floor.  The forearms should be pointing up towards the pulley as they hold the bar. The thumbs should be higher than the small finger.  This is your starting position.</li>
<li> Using the triceps, bring the bar down until it touches the front of your thighs and the arms are fully extended perpendicular to the floor.  The upper arms should always remain stationary next to your torso and only the forearms should move.  Exhale as you perform this movement.</li>
<li> After a second hold at the contracted position, bring the V-Bar slowly up to the starting point.  Breathe in as you perform this step.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Kneeling Cable Triceps Extension,Cable,Triceps,https://www.bodybuilding.com/exercises/detail/view/name/kneeling-cable-triceps-extension,videocdn.bodybuilding.com/video/mp4/40000/40501m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/150/Male/l/150_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/150/Male/l/150_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/10.gif","<ol>
<li> Place a bench sideways in front of a high pulley machine.</li>
<li> Hold a straight bar attachment above your head with your hands about 6 inches apart with your palms facing down.</li>
<li> Face away from the machine and kneel.</li>
<li> Place your head and the back of your upper arms on the bench. Your elbows should be bent with the forearms pointing towards the high pulley.  This will be your starting position.</li>
<li> While keeping your upper arms close to your head at all times with the elbows in, press the bar out in a semicircular motion until the elbows are locked and your arms are parallel to the floor.  Contract the triceps hard and keep this position for a second.  Exhale as you perform this movement.</li>
<li> Slowly return to the starting position as you breathe in.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
Standing dumbbells Triceps Extension,dumbbells,Triceps,https://www.bodybuilding.com/exercises/detail/view/name/standing-dumbbells-triceps-extension,videocdn.bodybuilding.com/video/mp4/32000/33421m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/345/Male/l/345_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/345/Male/l/345_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/10.gif","<ol>
<li> To begin, stand up with a dumbbells held by both hands.  Your feet should be about shoulder width apart from each other.  Slowly use both hands to grab the dumbbells and lift it over your head until both arms are fully extended.</li>
<li> The resistance should be resting in the palms of your hands with your thumbs around it. The palm of the hands should be facing up towards the ceiling.  This will be your starting position.</li>
<li> Keeping your upper arms close to your head with elbows in and perpendicular to the floor, lower the resistance in a semicircular motion behind your head until your forearms touch your biceps. <strong>Tip:</strong> The upper arms should remain stationary and only the forearms should move.  Breathe in as you perform this step.</li>
<li> Go back to the starting position by using the triceps to raise the dumbbells. Breathe out as you perform this step.</li>
<li> Repeat for the recommended amount of repetitions.</li>
</ol>",Krachttraining
EZ-Bar Skullcrusher,E-Z Curl Bar,Triceps,https://www.bodybuilding.com/exercises/detail/view/name/ez-bar-skullcrusher,videocdn.bodybuilding.com/video/mp4/104000/104972m.mp4,"http://www.bodybuilding.com/exercises/exerciseImages/sequences/1641/Male/l/1641_1.jpg,http://www.bodybuilding.com/exercises/exerciseImages/sequences/1641/Male/l/1641_2.jpg,https://assets.bodybuilding.com/images/trackers/exercise/heatmap/10.gif","<ol>
<li>Using a close grip, lift the EZ bar and hold it with your elbows in as you lie on the bench. Your arms should be perpendicular to the floor. This will be your starting position. </li>
<li>Keeping the upper arms stationary, lower the bar by allowing the elbows to flex. Inhale as you perform this portion of the movement. Pause once the bar is directly above the forehead. </li>
<li>Lift the bar back to the starting position by extending the elbow and exhaling.</li>
<li>Repeat.</li>
</ol>",Krachttraining
